year; month;carrier;carrier_name;airport;airport_name;arr_flights;arr_del15;carrier_ct; weather_ct;nas_ct;security_ct;late_aircraft_ct;arr_cancelled;arr_diverted; arr_delay; carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay
2019;4;AA;American Airlines Inc.;ELP;El Paso, TX: El Paso International;139.00;31.00;10.34;02.jan;7.86;0.00;11.79;9.00;0.00;1263.00;390.00;63.00;249.00;0.00;561.00
2019;4;AA;American Airlines Inc.;EWR;Newark, NJ: Newark Liberty International;541.00;193.00;32.86;5.77;89.47;0.45;64.46;15.00;1.00;12671.00;1742.00;279.00;5453.00;21.00;5176.00
2019;4;AA;American Airlines Inc.;FAT;Fresno, CA: Fresno Yosemite International;76.00;14.00;2.98;0.69;2.95;0.00;7.39;1.00;0.00;490.00;78.00;22.00;122.00;0.00;268.00
2019;4;AA;American Airlines Inc.;FLL;Fort Lauderdale, FL: Fort Lauderdale-Hollywood International;584.00;143.00;40.68;6.52;34.19;0.00;61.60;31.00;0.00;9374.00;2509.00;870.00;1475.00;0.00;4520.00
2019;4;AA;American Airlines Inc.;GEG;Spokane, WA: Spokane International;89.00;11.00;02.jún;0.00;1.88;0.00;10.márc;3.00;0.00;1135.00;310.00;0.00;61.00;0.00;764.00
2019;4;AA;American Airlines Inc.;GRR;Grand Rapids, MI: Gerald R. Ford International;79.00;14.00;4.86;1.98;4.35;0.00;2.81;1.00;0.00;986.00;540.00;113.00;193.00;0.00;140.00
2019;4;AA;American Airlines Inc.;GSO;Greensboro/High Point, NC: Piedmont Triad International;26.00;7.00;2.87;0.00;1.37;0.00;2.76;3.00;0.00;463.00;197.00;0.00;68.00;0.00;198.00
2019;4;AA;American Airlines Inc.;GSP;Greer, SC: Greenville-Spartanburg International;56.00;20.00;6.58;0.50;18.aug;0.00;4.74;3.00;0.00;979.00;299.00;26.00;308.00;0.00;346.00
2019;4;AA;American Airlines Inc.;GUC;Gunnison, CO: Gunnison-Crested Butte Regional;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AA;American Airlines Inc.;HDN;Hayden, CO: Yampa Valley;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AA;American Airlines Inc.;HNL;Honolulu, HI: Daniel K Inouye International;218.00;36.00;15.36;0.41;14.13;0.00;10.jún;2.00;0.00;1916.00;1092.00;25.00;395.00;0.00;404.00
2019;4;AA;American Airlines Inc.;IAD;Washington, DC: Washington Dulles International;157.00;31.00;7.76;0.83;30.jún;0.00;16.okt;6.00;0.00;1692.00;303.00;39.00;353.00;0.00;997.00
2019;4;AA;American Airlines Inc.;IAH;Houston, TX: George Bush Intercontinental/Houston;777.00;221.00;70.56;29.szept;77.40;0.00;63.75;30.00;1.00;14140.00;5282.00;1040.00;3325.00;0.00;4493.00
2019;4;AA;American Airlines Inc.;ICT;Wichita, KS: Wichita Dwight D Eisenhower National;94.00;22.00;03.júl;03.márc;3.62;0.00;31.aug;9.00;0.00;2094.00;390.00;903.00;79.00;0.00;722.00
2019;4;AA;American Airlines Inc.;ILM;Wilmington, NC: Wilmington International;88.00;16.00;27.ápr;1.83;08.máj;0.00;4.82;5.00;0.00;1082.00;178.00;144.00;161.00;0.00;599.00
2019;4;AA;American Airlines Inc.;IND;Indianapolis, IN: Indianapolis International;367.00;100.00;40.89;06.febr;16.45;1.96;38.65;17.00;0.00;5616.00;2075.00;110.00;628.00;90.00;2713.00
2019;4;AA;American Airlines Inc.;JAC;Jackson, WY: Jackson Hole;32.00;9.00;3.44;0.00;3.79;0.00;1.78;0.00;0.00;596.00;325.00;0.00;111.00;0.00;160.00
2019;4;AA;American Airlines Inc.;JAX;Jacksonville, FL: Jacksonville International;436.00;123.00;44.47;5.86;36.94;0.00;35.73;14.00;1.00;6965.00;2680.00;566.00;1330.00;0.00;2389.00
2019;4;AA;American Airlines Inc.;JFK;New York, NY: John F. Kennedy International;1324.00;322.00;101.31;7.66;144.54;1.83;66.67;26.00;2.00;23254.00;7546.00;520.00;9601.00;34.00;5553.00
2019;4;AA;American Airlines Inc.;KOA;Kona, HI: Ellison Onizuka Kona International at Keahole;52.00;3.00;1.82;0.00;0.18;0.00;1.00;0.00;0.00;137.00;71.00;0.00;4.00;0.00;62.00
2019;4;AA;American Airlines Inc.;LAS;Las Vegas, NV: McCarran International;1180.00;270.00;100.96;8.39;58.50;0.49;101.65;33.00;5.00;17034.00;5636.00;935.00;3287.00;12.00;7164.00
2019;4;AA;American Airlines Inc.;LAX;Los Angeles, CA: Los Angeles International;3337.00;579.00;183.40;22.28;162.40;1.84;209.08;55.00;9.00;40132.00;14226.00;1728.00;7385.00;88.00;16705.00
2019;4;AA;American Airlines Inc.;LGA;New York, NY: LaGuardia;1799.00;484.00;107.90;9.81;231.09;0.95;134.25;72.00;3.00;30908.00;6346.00;1159.00;12818.00;78.00;10507.00
2019;4;AA;American Airlines Inc.;LIH;Lihue, HI: Lihue Airport;52.00;7.00;10.márc;0.00;0.79;0.00;11.márc;0.00;0.00;435.00;227.00;0.00;18.00;0.00;190.00
2019;4;AA;American Airlines Inc.;MAF;Midland/Odessa, TX: Midland International Air and Space Port;55.00;17.00;16.okt;0.60;2.79;0.00;3.45;4.00;0.00;2459.00;1502.00;59.00;124.00;0.00;774.00
2019;4;AA;American Airlines Inc.;MCI;Kansas City, MO: Kansas City International;415.00;92.00;33.89;4.83;15.73;0.00;37.55;14.00;0.00;5764.00;1919.00;1023.00;723.00;0.00;2099.00
2019;4;AA;American Airlines Inc.;MCO;Orlando, FL: Orlando International;1487.00;368.00;132.54;14.80;116.81;0.07;103.77;44.00;4.00;23117.00;8198.00;1834.00;5156.00;6.00;7923.00
2019;4;AA;American Airlines Inc.;MDT;Harrisburg, PA: Harrisburg International;56.00;14.00;25.ápr;14.jan;3.83;0.00;4.78;0.00;0.00;775.00;227.00;50.00;145.00;0.00;353.00
2019;4;AA;American Airlines Inc.;MEM;Memphis, TN: Memphis International;282.00;81.00;29.82;06.ápr;11.69;0.25;35.18;15.00;1.00;5808.00;1634.00;423.00;607.00;9.00;3135.00
2019;4;AA;American Airlines Inc.;MHT;Manchester, NH: Manchester-Boston Regional;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AA;American Airlines Inc.;MIA;Miami, FL: Miami International;4030.00;708.00;231.55;23.nov;244.18;2.37;206.79;100.00;1.00;49229.00;18483.00;2783.00;9831.00;145.00;17987.00
2019;4;AA;American Airlines Inc.;MKE;Milwaukee, WI: General Mitchell International;170.00;44.00;19.okt;0.48;14.máj;0.00;19.28;7.00;2.00;2980.00;1508.00;38.00;195.00;0.00;1239.00
2019;4;AA;American Airlines Inc.;MSP;Minneapolis, MN: Minneapolis-St Paul International;633.00;145.00;66.85;06.jún;30.76;0.00;41.33;38.00;0.00;9173.00;4131.00;722.00;1286.00;0.00;3034.00
2019;4;AA;American Airlines Inc.;MSY;New Orleans, LA: Louis Armstrong New Orleans International;661.00;187.00;59.43;8.76;57.20;0.00;61.62;25.00;1.00;11870.00;3843.00;703.00;2324.00;0.00;5000.00
2019;4;AA;American Airlines Inc.;MTJ;Montrose/Delta, CO: Montrose Regional;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AA;American Airlines Inc.;MYR;Myrtle Beach, SC: Myrtle Beach International;75.00;20.00;22.júl;2.00;29.jan;0.06;9.43;4.00;0.00;1211.00;437.00;154.00;40.00;8.00;572.00
2019;4;AA;American Airlines Inc.;OAK;Oakland, CA: Metropolitan Oakland International;116.00;19.00;8.54;0.00;1.72;0.00;8.74;2.00;0.00;879.00;293.00;0.00;58.00;0.00;528.00
2019;4;AA;American Airlines Inc.;OGG;Kahului, HI: Kahului Airport;156.00;23.00;9.42;0.69;22.máj;0.00;7.67;0.00;0.00;1890.00;1115.00;27.00;128.00;0.00;620.00
2019;4;AA;American Airlines Inc.;OKC;Oklahoma City, OK: Will Rogers World;272.00;75.00;26.62;23.márc;14.70;0.00;30.45;17.00;1.00;4626.00;1395.00;454.00;521.00;0.00;2256.00
2019;4;AA;American Airlines Inc.;OMA;Omaha, NE: Eppley Airfield;176.00;45.00;18.32;1.87;7.67;0.00;17.14;8.00;1.00;2116.00;856.00;141.00;213.00;0.00;906.00
2019;4;AA;American Airlines Inc.;ONT;Ontario, CA: Ontario International;236.00;51.00;20.71;09.febr;8.88;0.00;19.33;4.00;0.00;2809.00;863.00;324.00;300.00;0.00;1322.00
2019;4;AA;American Airlines Inc.;ORD;Chicago, IL: Chicago O'Hare International;5253.00;967.00;277.32;29.jan;348.69;1.39;310.59;289.00;20.00;63803.00;21637.00;2817.00;16719.00;66.00;22564.00
2019;4;AA;American Airlines Inc.;ORF;Norfolk, VA: Norfolk International;139.00;38.00;13.94;14.márc;10.84;0.00;07.okt;2.00;1.00;1965.00;641.00;197.00;537.00;0.00;590.00
2019;4;AA;American Airlines Inc.;PBI;West Palm Beach/Palm Beach, FL: Palm Beach International;502.00;127.00;34.92;1.89;43.96;0.32;45.91;15.00;3.00;7779.00;2210.00;190.00;1634.00;20.00;3725.00
2019;4;AA;American Airlines Inc.;PDX;Portland, OR: Portland International;239.00;51.00;23.28;3.94;8.62;0.00;15.16;2.00;0.00;2472.00;906.00;464.00;268.00;0.00;834.00
2019;4;AA;American Airlines Inc.;PHL;Philadelphia, PA: Philadelphia International;4127.00;727.00;227.83;19.59;197.65;30.jan;280.63;89.00;5.00;60874.00;25650.00;1302.00;9299.00;70.00;24553.00
2019;4;AA;American Airlines Inc.;PHX;Phoenix, AZ: Phoenix Sky Harbor International;4850.00;716.00;247.56;25.71;157.47;0.19;285.06;76.00;10.00;56294.00;26668.00;2333.00;5460.00;6.00;21827.00
2019;4;AA;American Airlines Inc.;PIT;Pittsburgh, PA: Pittsburgh International;498.00;117.00;júl.39;3.50;18.33;0.00;okt.56;15.00;0.00;7185.00;2228.00;259.00;773.00;0.00;3925.00
2019;4;AA;American Airlines Inc.;PNS;Pensacola, FL: Pensacola International;61.00;29.00;7.43;0.38;6.50;0.00;14.69;1.00;0.00;2644.00;420.00;111.00;285.00;0.00;1828.00
2019;4;AA;American Airlines Inc.;PSP;Palm Springs, CA: Palm Springs International;131.00;23.00;18.okt;25.febr;4.96;0.00;5.62;8.00;0.00;1479.00;409.00;435.00;240.00;0.00;395.00
2019;4;AA;American Airlines Inc.;PVD;Providence, RI: Theodore Francis Green State;224.00;35.00;13.87;0.00;5.45;0.00;15.68;3.00;0.00;1999.00;718.00;0.00;186.00;0.00;1095.00
2019;4;AA;American Airlines Inc.;PWM;Portland, ME: Portland International Jetport;62.00;13.00;08.máj;0.79;1.34;0.00;5.78;0.00;0.00;932.00;373.00;43.00;40.00;0.00;476.00
2019;4;AA;American Airlines Inc.;RDU;Raleigh/Durham, NC: Raleigh-Durham International;750.00;171.00;63.38;7.97;47.32;0.00;52.34;28.00;1.00;10961.00;3979.00;573.00;1891.00;0.00;4518.00
2019;4;AA;American Airlines Inc.;RIC;Richmond, VA: Richmond International;198.00;57.00;24.29;13.márc;10.94;0.00;18.64;2.00;0.00;3132.00;1404.00;182.00;339.00;0.00;1207.00
2019;4;AA;American Airlines Inc.;RNO;Reno, NV: Reno/Tahoe International;140.00;21.00;9.63;0.14;3.50;0.00;7.74;2.00;0.00;958.00;333.00;7.00;135.00;0.00;483.00
2019;4;AA;American Airlines Inc.;ROC;Rochester, NY: Greater Rochester International;26.00;1.00;0.02;0.00;0.00;0.00;0.98;0.00;0.00;55.00;1.00;0.00;0.00;0.00;54.00
2019;4;AA;American Airlines Inc.;RSW;Fort Myers, FL: Southwest Florida International;535.00;128.00;39.65;8.51;37.31;0.06;42.46;20.00;0.00;9705.00;2836.00;1306.00;2037.00;4.00;3522.00
2019;4;AA;American Airlines Inc.;SAN;San Diego, CA: San Diego International;714.00;149.00;53.27;6.72;37.94;0.83;50.23;22.00;2.00;9209.00;3593.00;929.00;1186.00;20.00;3481.00
2019;4;AA;American Airlines Inc.;SAT;San Antonio, TX: San Antonio International;780.00;202.00;68.98;6.68;41.50;1.70;83.14;24.00;2.00;12583.00;4309.00;718.00;1764.00;46.00;5746.00
2019;4;AA;American Airlines Inc.;SAV;Savannah, GA: Savannah/Hilton Head International;117.00;33.00;11.36;08.febr;9.79;0.00;9.78;2.00;0.00;2631.00;584.00;134.00;441.00;0.00;1472.00
2019;4;AA;American Airlines Inc.;SBA;Santa Barbara, CA: Santa Barbara Municipal;29.00;12.00;4.99;0.42;20.febr;0.00;4.39;1.00;0.00;798.00;334.00;25.00;82.00;0.00;357.00
2019;4;AA;American Airlines Inc.;SDF;Louisville, KY: Louisville Muhammad Ali International;99.00;28.00;10.64;1.48;4.86;0.00;02.nov;3.00;0.00;1760.00;732.00;55.00;218.00;0.00;755.00
2019;4;AA;American Airlines Inc.;SEA;Seattle, WA: Seattle/Tacoma International;564.00;149.00;57.50;5.81;32.59;0.00;okt.53;16.00;0.00;8897.00;3763.00;396.00;1106.00;0.00;3632.00
2019;4;AA;American Airlines Inc.;SFO;San Francisco, CA: San Francisco International;1052.00;242.00;szept.81;8.97;87.78;0.00;64.16;24.00;0.00;14760.00;5494.00;818.00;3965.00;0.00;4483.00
2019;4;AA;American Airlines Inc.;SJC;San Jose, CA: Norman Y. Mineta San Jose International;270.00;44.00;18.nov;1.76;9.71;0.00;14.42;5.00;0.00;2195.00;1185.00;69.00;303.00;0.00;638.00
2019;4;AA;American Airlines Inc.;SJU;San Juan, PR: Luis Munoz Marin International;339.00;79.00;31.52;2.99;29.94;0.00;14.55;3.00;0.00;7155.00;3219.00;213.00;1010.00;0.00;2713.00
2019;4;AA;American Airlines Inc.;SLC;Salt Lake City, UT: Salt Lake City International;380.00;84.00;29.47;4.46;16.59;1.00;32.48;18.00;0.00;5832.00;2663.00;918.00;484.00;23.00;1744.00
2019;4;AA;American Airlines Inc.;SMF;Sacramento, CA: Sacramento International;341.00;67.00;29.96;28.ápr;06.júl;0.00;25.70;8.00;0.00;4084.00;1693.00;450.00;202.00;0.00;1739.00
2019;4;AA;American Airlines Inc.;SNA;Santa Ana, CA: John Wayne Airport-Orange County;493.00;81.00;38.49;10.febr;17.60;0.00;22.82;19.00;0.00;5035.00;2119.00;179.00;672.00;0.00;2065.00
2019;4;AA;American Airlines Inc.;SRQ;Sarasota/Bradenton, FL: Sarasota/Bradenton International;89.00;19.00;30.aug;0.00;16.febr;0.00;8.54;2.00;0.00;1200.00;527.00;0.00;129.00;0.00;544.00
2019;4;AA;American Airlines Inc.;STL;St. Louis, MO: St Louis Lambert International;567.00;132.00;45.64;08.márc;okt.36;0.00;47.18;23.00;1.00;7504.00;2661.00;326.00;1393.00;0.00;3124.00
2019;4;AA;American Airlines Inc.;STT;Charlotte Amalie, VI: Cyril E King;120.00;22.00;21.szept;0.00;8.98;0.00;3.80;0.00;0.00;926.00;466.00;0.00;260.00;0.00;200.00
2019;4;AA;American Airlines Inc.;STX;Christiansted, VI: Henry E. Rohlsen;64.00;6.00;3.68;0.52;1.64;0.00;0.16;0.00;0.00;463.00;300.00;42.00;108.00;0.00;13.00
2019;4;AA;American Airlines Inc.;SYR;Syracuse, NY: Syracuse Hancock International;118.00;24.00;5.87;1.48;22.máj;0.84;10.60;6.00;0.00;1506.00;404.00;46.00;244.00;16.00;796.00
2019;4;AA;American Airlines Inc.;TPA;Tampa, FL: Tampa International;1104.00;261.00;89.32;8.62;68.13;0.11;94.81;40.00;2.00;14569.00;4586.00;659.00;2917.00;10.00;6397.00
2019;4;AA;American Airlines Inc.;TUL;Tulsa, OK: Tulsa International;260.00;55.00;20.56;27.márc;10.máj;0.00;26.júl;14.00;2.00;3984.00;1306.00;351.00;262.00;0.00;2065.00
2019;4;AA;American Airlines Inc.;TUS;Tucson, AZ: Tucson International;289.00;57.00;20.60;5.51;7.93;0.00;22.96;14.00;0.00;3736.00;1152.00;614.00;351.00;0.00;1619.00
2019;4;AA;American Airlines Inc.;VPS;Valparaiso, FL: Eglin AFB Destin Fort Walton Beach;90.00;31.00;13.27;0.66;9.79;0.00;28.júl;6.00;1.00;2214.00;837.00;83.00;405.00;0.00;889.00
2019;4;AA;American Airlines Inc.;XNA;Fayetteville, AR: Northwest Arkansas Regional;52.00;13.00;29.jún;0.00;1.57;0.00;14.máj;1.00;0.00;607.00;283.00;0.00;31.00;0.00;293.00
2019;4;AS;Alaska Airlines Inc.;ABQ;Albuquerque, NM: Albuquerque International Sunport;31.00;6.00;2.40;0.00;1.60;0.00;2.00;0.00;0.00;245.00;165.00;0.00;31.00;0.00;49.00
2019;4;AS;Alaska Airlines Inc.;ADK;Adak Island, AK: Adak;8.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;79.00;79.00;0.00;0.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;ADQ;Kodiak, AK: Kodiak Airport;52.00;7.00;1.92;0.56;2.53;0.00;2.00;0.00;0.00;292.00;123.00;10.00;72.00;0.00;87.00
2019;4;AS;Alaska Airlines Inc.;ANC;Anchorage, AK: Ted Stevens Anchorage International;1176.00;147.00;33.38;2.70;49.76;8.50;52.67;10.00;0.00;7035.00;2137.00;342.00;1310.00;285.00;2961.00
2019;4;AS;Alaska Airlines Inc.;ATL;Atlanta, GA: Hartsfield-Jackson Atlanta International;60.00;5.00;16.febr;0.00;15.febr;0.00;0.68;0.00;0.00;186.00;102.00;0.00;69.00;0.00;15.00
2019;4;AS;Alaska Airlines Inc.;AUS;Austin, TX: Austin - Bergstrom International;176.00;32.00;24.szept;0.00;02.okt;0.00;12.74;2.00;2.00;2275.00;1094.00;0.00;451.00;0.00;730.00
2019;4;AS;Alaska Airlines Inc.;BET;Bethel, AK: Bethel Airport;69.00;6.00;5.97;0.00;0.03;0.00;0.00;3.00;0.00;420.00;419.00;0.00;1.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;BLI;Bellingham, WA: Bellingham International;16.00;3.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;282.00;0.00;0.00;0.00;0.00;282.00
2019;4;AS;Alaska Airlines Inc.;BNA;Nashville, TN: Nashville International;75.00;11.00;4.45;0.00;3.55;0.00;3.00;0.00;0.00;565.00;336.00;0.00;105.00;0.00;124.00
2019;4;AS;Alaska Airlines Inc.;BOI;Boise, ID: Boise Air Terminal;60.00;6.00;4.00;0.00;0.22;0.00;1.78;0.00;0.00;308.00;173.00;0.00;4.00;0.00;131.00
2019;4;AS;Alaska Airlines Inc.;BOS;Boston, MA: Logan International;229.00;42.00;6.60;0.00;31.25;0.00;15.ápr;3.00;0.00;2616.00;364.00;0.00;2005.00;0.00;247.00
2019;4;AS;Alaska Airlines Inc.;BRW;Barrow, AK: Wiley Post/Will Rogers Memorial;60.00;6.00;2.56;0.00;0.49;0.00;2.94;4.00;0.00;228.00;77.00;0.00;11.00;0.00;140.00
2019;4;AS;Alaska Airlines Inc.;BUR;Burbank, CA: Bob Hope;86.00;22.00;6.83;0.31;02.máj;0.00;9.83;0.00;0.00;1046.00;537.00;5.00;179.00;0.00;325.00
2019;4;AS;Alaska Airlines Inc.;BWI;Baltimore, MD: Baltimore/Washington International Thurgood Marshall;111.00;13.00;5.94;0.00;6.72;0.00;0.34;0.00;0.00;459.00;223.00;0.00;219.00;0.00;17.00
2019;4;AS;Alaska Airlines Inc.;CDV;Cordova, AK: Merle K Mudhole Smith;60.00;11.00;1.00;0.00;2.71;0.00;28.júl;0.00;0.00;541.00;42.00;0.00;98.00;0.00;401.00
2019;4;AS;Alaska Airlines Inc.;CHS;Charleston, SC: Charleston AFB/International;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;CMH;Columbus, OH: John Glenn Columbus International;30.00;6.00;27.ápr;0.00;1.73;0.00;0.00;0.00;0.00;224.00;186.00;0.00;38.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;DAL;Dallas, TX: Dallas Love Field;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;DCA;Washington, DC: Ronald Reagan Washington National;150.00;16.00;25.jún;0.00;8.75;0.00;1.00;0.00;0.00;1064.00;660.00;0.00;381.00;0.00;23.00
2019;4;AS;Alaska Airlines Inc.;DEN;Denver, CO: Denver International;146.00;18.00;5.95;0.80;4.57;0.00;6.67;3.00;1.00;719.00;266.00;16.00;111.00;0.00;326.00
2019;4;AS;Alaska Airlines Inc.;DFW;Dallas/Fort Worth, TX: Dallas/Fort Worth International;120.00;14.00;27.márc;0.00;7.73;0.00;3.00;1.00;0.00;1093.00;285.00;0.00;714.00;0.00;94.00
2019;4;AS;Alaska Airlines Inc.;DTW;Detroit, MI: Detroit Metro Wayne County;30.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;EWR;Newark, NJ: Newark Liberty International;330.00;69.00;25.aug;0.00;márc.59;0.00;1.72;3.00;0.00;3792.00;316.00;0.00;3403.00;0.00;73.00
2019;4;AS;Alaska Airlines Inc.;FAI;Fairbanks, AK: Fairbanks International;340.00;30.00;10.46;0.00;10.38;0.00;16.szept;2.00;1.00;1482.00;590.00;0.00;383.00;0.00;509.00
2019;4;AS;Alaska Airlines Inc.;FLL;Fort Lauderdale, FL: Fort Lauderdale-Hollywood International;138.00;27.00;1.48;0.00;17.24;0.39;7.89;1.00;0.00;920.00;53.00;0.00;578.00;11.00;278.00
2019;4;AS;Alaska Airlines Inc.;GEG;Spokane, WA: Spokane International;59.00;12.00;14.jún;0.00;2.71;0.00;15.márc;0.00;0.00;440.00;237.00;0.00;93.00;0.00;110.00
2019;4;AS;Alaska Airlines Inc.;HNL;Honolulu, HI: Daniel K Inouye International;272.00;39.00;11.90;0.25;21.65;0.00;20.máj;0.00;4.00;1901.00;1125.00;14.00;590.00;0.00;172.00
2019;4;AS;Alaska Airlines Inc.;IAD;Washington, DC: Washington Dulles International;142.00;20.00;5.63;0.00;8.94;0.00;5.43;2.00;0.00;1162.00;578.00;0.00;311.00;0.00;273.00
2019;4;AS;Alaska Airlines Inc.;IAH;Houston, TX: George Bush Intercontinental/Houston;51.00;8.00;13.márc;0.00;4.87;0.00;0.00;0.00;0.00;264.00;150.00;0.00;114.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;IND;Indianapolis, IN: Indianapolis International;30.00;4.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;112.00;45.00;0.00;21.00;0.00;46.00
2019;4;AS;Alaska Airlines Inc.;JFK;New York, NY: John F. Kennedy International;420.00;108.00;16.92;0.13;77.14;0.12;13.69;3.00;2.00;7253.00;1135.00;9.00;5343.00;7.00;759.00
2019;4;AS;Alaska Airlines Inc.;JNU;Juneau, AK: Juneau International;317.00;37.00;22.okt;0.55;16.46;0.00;9.78;0.00;0.00;1576.00;491.00;18.00;500.00;0.00;567.00
2019;4;AS;Alaska Airlines Inc.;KOA;Kona, HI: Ellison Onizuka Kona International at Keahole;186.00;14.00;2.63;0.00;9.91;0.00;1.46;0.00;7.00;422.00;81.00;0.00;309.00;0.00;32.00
2019;4;AS;Alaska Airlines Inc.;KTN;Ketchikan, AK: Ketchikan International;172.00;16.00;5.88;0.00;5.78;0.00;4.34;1.00;1.00;483.00;174.00;0.00;117.00;0.00;192.00
2019;4;AS;Alaska Airlines Inc.;LAS;Las Vegas, NV: McCarran International;660.00;118.00;28.88;0.00;41.59;0.00;47.53;4.00;2.00;6601.00;1399.00;0.00;2196.00;0.00;3006.00
2019;4;AS;Alaska Airlines Inc.;LAX;Los Angeles, CA: Los Angeles International;1644.00;260.00;74.00;3.55;96.36;31.jan;84.77;22.00;2.00;15635.00;6512.00;542.00;3110.00;31.00;5440.00
2019;4;AS;Alaska Airlines Inc.;LIH;Lihue, HI: Lihue Airport;150.00;9.00;4.50;0.00;3.50;0.00;1.00;0.00;5.00;457.00;255.00;0.00;178.00;0.00;24.00
2019;4;AS;Alaska Airlines Inc.;MCI;Kansas City, MO: Kansas City International;56.00;4.00;1.79;0.00;0.64;0.00;1.57;0.00;0.00;129.00;45.00;0.00;29.00;0.00;55.00
2019;4;AS;Alaska Airlines Inc.;MCO;Orlando, FL: Orlando International;141.00;8.00;4.00;0.00;04.febr;0.00;1.96;0.00;2.00;317.00;210.00;0.00;60.00;0.00;47.00
2019;4;AS;Alaska Airlines Inc.;MKE;Milwaukee, WI: General Mitchell International;30.00;3.00;1.00;0.00;0.00;0.00;2.00;0.00;0.00;65.00;25.00;0.00;0.00;0.00;40.00
2019;4;AS;Alaska Airlines Inc.;MSP;Minneapolis, MN: Minneapolis-St Paul International;90.00;17.00;3.32;0.00;2.90;0.00;10.77;2.00;0.00;834.00;334.00;0.00;137.00;0.00;363.00
2019;4;AS;Alaska Airlines Inc.;MSY;New Orleans, LA: Louis Armstrong New Orleans International;90.00;15.00;01.máj;0.00;7.35;0.00;2.63;0.00;0.00;581.00;228.00;0.00;272.00;0.00;81.00
2019;4;AS;Alaska Airlines Inc.;OAK;Oakland, CA: Metropolitan Oakland International;211.00;29.00;09.okt;0.00;7.41;0.00;11.51;0.00;0.00;1324.00;557.00;0.00;222.00;0.00;545.00
2019;4;AS;Alaska Airlines Inc.;OGG;Kahului, HI: Kahului Airport;308.00;20.00;7.42;0.35;24.nov;0.00;1.00;0.00;2.00;804.00;376.00;18.00;331.00;0.00;79.00
2019;4;AS;Alaska Airlines Inc.;OMA;Omaha, NE: Eppley Airfield;30.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;81.00;81.00;0.00;0.00;0.00;0.00
2019;4;AS;Alaska Airlines Inc.;OME;Nome, AK: Nome Airport;60.00;4.00;0.83;0.00;0.99;0.00;18.febr;4.00;0.00;213.00;36.00;0.00;45.00;0.00;132.00
2019;4;AS;Alaska Airlines Inc.;ONT;Ontario, CA: Ontario International;90.00;14.00;4.52;0.00;6.40;0.00;08.márc;1.00;0.00;487.00;212.00;0.00;162.00;0.00;113.00
2019;4;AS;Alaska Airlines Inc.;ORD;Chicago, IL: Chicago O'Hare International;241.00;48.00;18.60;0.00;23.64;0.00;5.76;3.00;1.00;2406.00;932.00;0.00;1239.00;0.00;235.00
2019;4;AS;Alaska Airlines Inc.;OTZ;Kotzebue, AK: Ralph Wien Memorial;60.00;6.00;3.42;0.00;04.febr;0.00;0.53;1.00;2.00;480.00;237.00;0.00;148.00;0.00;95.00
2019;4;AS;Alaska Airlines Inc.;PDX;Portland, OR: Portland International;1467.00;203.00;nov.66;3.82;máj.77;1.35;54.66;8.00;1.00;9654.00;3491.00;540.00;2269.00;36.00;3318.00
2019;4;AS;Alaska Airlines Inc.;PHL;Philadelphia, PA: Philadelphia International;90.00;15.00;27.máj;0.00;7.63;1.00;10.jan;2.00;1.00;547.00;231.00;0.00;277.00;19.00;20.00
2019;4;AS;Alaska Airlines Inc.;PHX;Phoenix, AZ: Phoenix Sky Harbor International;290.00;28.00;22.okt;0.00;8.44;0.00;9.34;0.00;1.00;1276.00;528.00;0.00;227.00;0.00;521.00
2019;4;AS;Alaska Airlines Inc.;PIT;Pittsburgh, PA: Pittsburgh International;30.00;4.00;1.73;0.00;27.jan;0.00;1.00;0.00;0.00;135.00;59.00;0.00;20.00;0.00;56.00
